part_id,part_name,component_name,city,state,latitude,longitude,demand_intensity
84,Alternators for Hyundai Sonata 2007,alternators,Austin,TX,30.2672,-97.7431,0.32
84,Alternators for Hyundai Sonata 2007,alternators,Miami,FL,25.7617,-80.1918,0.32
84,Alternators for Hyundai Sonata 2007,alternators,Houston,TX,29.7604,-95.3698,0.32
193,Air Filters for Ford Focus 2010,air filters,Las Vegas,NV,36.1699,-115.1398,0.32
193,Air Filters for Ford Focus 2010,air filters,Boston,MA,42.3601,-71.0589,0.32
193,Air Filters for Ford Focus 2010,air filters,Austin,TX,30.2672,-97.7431,0.32
52,Batteries for Hyundai Sonata 2007,batteries,Jacksonville,FL,30.3322,-81.6557,0.33
52,Batteries for Hyundai Sonata 2007,batteries,Austin,TX,30.2672,-97.7431,0.32
52,Batteries for Hyundai Sonata 2007,batteries,San Jose,CA,37.3382,-121.8863,0.32
25,Brakes for Hyundai Sonata 2007,brakes,Denver,CO,39.7392,-104.9903,0.32
25,Brakes for Hyundai Sonata 2007,brakes,Detroit,MI,42.3314,-83.0458,0.32
25,Brakes for Hyundai Sonata 2007,brakes,Los Angeles,CA,34.0522,-118.2437,0.32
101,Spark Plugs for Chevrolet Malibu 2023,spark plugs,Atlanta,GA,33.749,-84.388,0.32
101,Spark Plugs for Chevrolet Malibu 2023,spark plugs,Los Angeles,CA,34.0522,-118.2437,0.32
101,Spark Plugs for Chevrolet Malibu 2023,spark plugs,Houston,TX,29.7604,-95.3698,0.33
197,Air Filters for Chevrolet Malibu 2023,air filters,Portland,OR,45.5051,-122.675,0.32
197,Air Filters for Chevrolet Malibu 2023,air filters,Boston,MA,42.3601,-71.0589,0.32
197,Air Filters for Chevrolet Malibu 2023,air filters,San Jose,CA,37.3382,-121.8863,0.32
55,Batteries for Ford Focus 2010,batteries,Boston,MA,42.3601,-71.0589,0.32
55,Batteries for Ford Focus 2010,batteries,Atlanta,GA,33.749,-84.388,0.32
55,Batteries for Ford Focus 2010,batteries,Denver,CO,39.7392,-104.9903,0.32
30,Brakes for Chevrolet Malibu 2023,brakes,Houston,TX,29.7604,-95.3698,0.32
30,Brakes for Chevrolet Malibu 2023,brakes,Las Vegas,NV,36.1699,-115.1398,0.32
30,Brakes for Chevrolet Malibu 2023,brakes,Phoenix,AZ,33.4484,-112.074,0.32
212,Starters for Ford Focus 2010,starters,San Diego,CA,32.7157,-117.1611,0.32
212,Starters for Ford Focus 2010,starters,Los Angeles,CA,34.0522,-118.2437,0.32
212,Starters for Ford Focus 2010,starters,San Antonio,TX,29.4241,-98.4936,0.32
96,Spark Plugs for Hyundai Sonata 2007,spark plugs,Houston,TX,29.7604,-95.3698,0.32
96,Spark Plugs for Hyundai Sonata 2007,spark plugs,Atlanta,GA,33.749,-84.388,0.32
96,Spark Plugs for Hyundai Sonata 2007,spark plugs,San Jose,CA,37.3382,-121.8863,0.32
179,Oil Filters for Ford Focus 2010,oil filters,Phoenix,AZ,33.4484,-112.074,0.32
179,Oil Filters for Ford Focus 2010,oil filters,Portland,OR,45.5051,-122.675,0.32
179,Oil Filters for Ford Focus 2010,oil filters,New York,NY,40.7128,-74.006,0.32
136,Tires for Chevrolet Malibu 2023,tires,Dallas,TX,32.7767,-96.797,0.32
136,Tires for Chevrolet Malibu 2023,tires,Houston,TX,29.7604,-95.3698,0.32
136,Tires for Chevrolet Malibu 2023,tires,San Antonio,TX,29.4241,-98.4936,0.32
240,Starters for Hyundai Sonata 2007,starters,Austin,TX,30.2672,-97.7431,0.33
240,Starters for Hyundai Sonata 2007,starters,Miami,FL,25.7617,-80.1918,0.32
240,Starters for Hyundai Sonata 2007,starters,Portland,OR,45.5051,-122.675,0.32
216,Starters for Hyundai Santa Fe 2021,starters,Boston,MA,42.3601,-71.0589,0.32
216,Starters for Hyundai Santa Fe 2021,starters,San Jose,CA,37.3382,-121.8863,0.32
216,Starters for Hyundai Santa Fe 2021,starters,Phoenix,AZ,33.4484,-112.074,0.32
67,Alternators for Hyundai Sonata 2005,alternators,San Jose,CA,37.3382,-121.8863,0.32
67,Alternators for Hyundai Sonata 2005,alternators,Seattle,WA,47.6062,-122.3321,0.32
67,Alternators for Hyundai Sonata 2005,alternators,Miami,FL,25.7617,-80.1918,0.32
274,Fuel Pumps for Hyundai Santa Fe 2021,fuel pumps,Seattle,WA,47.6062,-122.3321,0.32
274,Fuel Pumps for Hyundai Santa Fe 2021,fuel pumps,Denver,CO,39.7392,-104.9903,0.32
274,Fuel Pumps for Hyundai Santa Fe 2021,fuel pumps,San Antonio,TX,29.4241,-98.4936,0.32
166,Oil Filters for Hyundai Santa Fe 2021,oil filters,San Jose,CA,37.3382,-121.8863,0.32
166,Oil Filters for Hyundai Santa Fe 2021,oil filters,Jacksonville,FL,30.3322,-81.6557,0.32
166,Oil Filters for Hyundai Santa Fe 2021,oil filters,Los Angeles,CA,34.0522,-118.2437,0.32
270,Water Pumps for Hyundai Santa Fe 2021,water pumps,Detroit,MI,42.3314,-83.0458,0.32
270,Water Pumps for Hyundai Santa Fe 2021,water pumps,San Diego,CA,32.7157,-117.1611,0.32
270,Water Pumps for Hyundai Santa Fe 2021,water pumps,Los Angeles,CA,34.0522,-118.2437,0.32
272,Fuel Pumps for Hyundai Sonata 2005,fuel pumps,Boston,MA,42.3601,-71.0589,0.32
272,Fuel Pumps for Hyundai Sonata 2005,fuel pumps,Austin,TX,30.2672,-97.7431,0.32
272,Fuel Pumps for Hyundai Sonata 2005,fuel pumps,Chicago,IL,41.8781,-87.6298,0.32
228,Starters for Hyundai Sonata 2005,starters,San Diego,CA,32.7157,-117.1611,0.32
228,Starters for Hyundai Sonata 2005,starters,Detroit,MI,42.3314,-83.0458,0.32
228,Starters for Hyundai Sonata 2005,starters,Boston,MA,42.3601,-71.0589,0.32
73,Alternators for Hyundai Santa Fe 2021,alternators,Portland,OR,45.5051,-122.675,0.32
73,Alternators for Hyundai Santa Fe 2021,alternators,Seattle,WA,47.6062,-122.3321,0.32
73,Alternators for Hyundai Santa Fe 2021,alternators,Las Vegas,NV,36.1699,-115.1398,0.32
120,Spark Plugs for Hyundai Santa Fe 2021,spark plugs,Philadelphia,PA,39.9526,-75.1652,0.32
120,Spark Plugs for Hyundai Santa Fe 2021,spark plugs,Las Vegas,NV,36.1699,-115.1398,0.32
120,Spark Plugs for Hyundai Santa Fe 2021,spark plugs,Miami,FL,25.7617,-80.1918,0.32
200,Air Filters for Hyundai Sonata 2005,air filters,Austin,TX,30.2672,-97.7431,0.32
200,Air Filters for Hyundai Sonata 2005,air filters,Jacksonville,FL,30.3322,-81.6557,0.32
200,Air Filters for Hyundai Sonata 2005,air filters,New York,NY,40.7128,-74.006,0.32
249,Water Pumps for Hyundai Sonata 2005,water pumps,Chicago,IL,41.8781,-87.6298,0.32
249,Water Pumps for Hyundai Sonata 2005,water pumps,Austin,TX,30.2672,-97.7431,0.32
249,Water Pumps for Hyundai Sonata 2005,water pumps,San Jose,CA,37.3382,-121.8863,0.32
51,Batteries for Hyundai Santa Fe 2021,batteries,Atlanta,GA,33.749,-84.388,0.32
51,Batteries for Hyundai Santa Fe 2021,batteries,Boston,MA,42.3601,-71.0589,0.32
51,Batteries for Hyundai Santa Fe 2021,batteries,Seattle,WA,47.6062,-122.3321,0.32
108,Spark Plugs for Hyundai Sonata 2005,spark plugs,Atlanta,GA,33.749,-84.388,0.32
108,Spark Plugs for Hyundai Sonata 2005,spark plugs,Chicago,IL,41.8781,-87.6298,0.32
108,Spark Plugs for Hyundai Sonata 2005,spark plugs,Denver,CO,39.7392,-104.9903,0.32
11,Brakes for Hyundai Santa Fe 2021,brakes,Portland,OR,45.5051,-122.675,0.32
11,Brakes for Hyundai Santa Fe 2021,brakes,Houston,TX,29.7604,-95.3698,0.32
11,Brakes for Hyundai Santa Fe 2021,brakes,Seattle,WA,47.6062,-122.3321,0.32
181,Air Filters for Hyundai Santa Fe 2021,air filters,Boston,MA,42.3601,-71.0589,0.32
181,Air Filters for Hyundai Santa Fe 2021,air filters,Atlanta,GA,33.749,-84.388,0.32
181,Air Filters for Hyundai Santa Fe 2021,air filters,Portland,OR,45.5051,-122.675,0.32
4,Brakes for Hyundai Sonata 2005,brakes,Dallas,TX,32.7767,-96.797,0.32
4,Brakes for Hyundai Sonata 2005,brakes,San Antonio,TX,29.4241,-98.4936,0.32
4,Brakes for Hyundai Sonata 2005,brakes,Miami,FL,25.7617,-80.1918,0.32
45,Batteries for Hyundai Sonata 2005,batteries,Chicago,IL,41.8781,-87.6298,0.32
45,Batteries for Hyundai Sonata 2005,batteries,Seattle,WA,47.6062,-122.3321,0.32
45,Batteries for Hyundai Sonata 2005,batteries,Atlanta,GA,33.749,-84.388,0.32
130,Tires for Hyundai Santa Fe 2021,tires,San Diego,CA,32.7157,-117.1611,0.32
130,Tires for Hyundai Santa Fe 2021,tires,Austin,TX,30.2672,-97.7431,0.32
130,Tires for Hyundai Santa Fe 2021,tires,Boston,MA,42.3601,-71.0589,0.32
157,Oil Filters for Hyundai Sonata 2005,oil filters,Detroit,MI,42.3314,-83.0458,0.32
157,Oil Filters for Hyundai Sonata 2005,oil filters,Dallas,TX,32.7767,-96.797,0.32
157,Oil Filters for Hyundai Sonata 2005,oil filters,Houston,TX,29.7604,-95.3698,0.32
122,Tires for Hyundai Sonata 2005,tires,San Jose,CA,37.3382,-121.8863,0.32
122,Tires for Hyundai Sonata 2005,tires,Jacksonville,FL,30.3322,-81.6557,0.32
122,Tires for Hyundai Sonata 2005,tires,Portland,OR,45.5051,-122.675,0.32
135,Tires for BMW 5 Series 2011,tires,Detroit,MI,42.3314,-83.0458,0.32
135,Tires for BMW 5 Series 2011,tires,Las Vegas,NV,36.1699,-115.1398,0.32
135,Tires for BMW 5 Series 2011,tires,New York,NY,40.7128,-74.006,0.31
100,Spark Plugs for BMW 5 Series 2011,spark plugs,Dallas,TX,32.7767,-96.797,0.32
100,Spark Plugs for BMW 5 Series 2011,spark plugs,Atlanta,GA,33.749,-84.388,0.32
100,Spark Plugs for BMW 5 Series 2011,spark plugs,Chicago,IL,41.8781,-87.6298,0.32
201,Air Filters for BMW 5 Series 2011,air filters,Los Angeles,CA,34.0522,-118.2437,0.32
201,Air Filters for BMW 5 Series 2011,air filters,Denver,CO,39.7392,-104.9903,0.32
201,Air Filters for BMW 5 Series 2011,air filters,Dallas,TX,32.7767,-96.797,0.32
257,Water Pumps for BMW 5 Series 2011,water pumps,Boston,MA,42.3601,-71.0589,0.32
257,Water Pumps for BMW 5 Series 2011,water pumps,Miami,FL,25.7617,-80.1918,0.32
257,Water Pumps for BMW 5 Series 2011,water pumps,Austin,TX,30.2672,-97.7431,0.32
29,Brakes for BMW 5 Series 2011,brakes,Las Vegas,NV,36.1699,-115.1398,0.32
29,Brakes for BMW 5 Series 2011,brakes,Dallas,TX,32.7767,-96.797,0.32
29,Brakes for BMW 5 Series 2011,brakes,Los Angeles,CA,34.0522,-118.2437,0.32
215,Starters for BMW 5 Series 2011,starters,Boston,MA,42.3601,-71.0589,0.32
215,Starters for BMW 5 Series 2011,starters,Portland,OR,45.5051,-122.675,0.32
215,Starters for BMW 5 Series 2011,starters,Dallas,TX,32.7767,-96.797,0.32
54,Batteries for BMW 5 Series 2011,batteries,Chicago,IL,41.8781,-87.6298,0.32
54,Batteries for BMW 5 Series 2011,batteries,Miami,FL,25.7617,-80.1918,0.32
54,Batteries for BMW 5 Series 2011,batteries,Las Vegas,NV,36.1699,-115.1398,0.32
282,Fuel Pumps for BMW 5 Series 2011,fuel pumps,New York,NY,40.7128,-74.006,0.32
282,Fuel Pumps for BMW 5 Series 2011,fuel pumps,Boston,MA,42.3601,-71.0589,0.32
282,Fuel Pumps for BMW 5 Series 2011,fuel pumps,Miami,FL,25.7617,-80.1918,0.32
175,Oil Filters for BMW 5 Series 2011,oil filters,Chicago,IL,41.8781,-87.6298,0.31
175,Oil Filters for BMW 5 Series 2011,oil filters,Houston,TX,29.7604,-95.3698,0.32
175,Oil Filters for BMW 5 Series 2011,oil filters,Los Angeles,CA,34.0522,-118.2437,0.32
88,Alternators for BMW 5 Series 2011,alternators,San Diego,CA,32.7157,-117.1611,0.32
88,Alternators for BMW 5 Series 2011,alternators,Miami,FL,25.7617,-80.1918,0.32
88,Alternators for BMW 5 Series 2011,alternators,Philadelphia,PA,39.9526,-75.1652,0.32
160,Oil Filters for Ford Explorer 2020,oil filters,Chicago,IL,41.8781,-87.6298,0.31
160,Oil Filters for Ford Explorer 2020,oil filters,Austin,TX,30.2672,-97.7431,0.32
160,Oil Filters for Ford Explorer 2020,oil filters,Atlanta,GA,33.749,-84.388,0.31
89,Alternators for Ford Explorer 2020,alternators,Boston,MA,42.3601,-71.0589,0.32
89,Alternators for Ford Explorer 2020,alternators,Jacksonville,FL,30.3322,-81.6557,0.32
89,Alternators for Ford Explorer 2020,alternators,Dallas,TX,32.7767,-96.797,0.32
97,Spark Plugs for Ford Explorer 2020,spark plugs,Dallas,TX,32.7767,-96.797,0.32
97,Spark Plugs for Ford Explorer 2020,spark plugs,Philadelphia,PA,39.9526,-75.1652,0.32
97,Spark Plugs for Ford Explorer 2020,spark plugs,Austin,TX,30.2672,-97.7431,0.32
131,Tires for Ford Explorer 2020,tires,Seattle,WA,47.6062,-122.3321,0.32
131,Tires for Ford Explorer 2020,tires,Dallas,TX,32.7767,-96.797,0.32
131,Tires for Ford Explorer 2020,tires,Denver,CO,39.7392,-104.9903,0.32
16,Brakes for Ford Explorer 2020,brakes,Chicago,IL,41.8781,-87.6298,0.32
16,Brakes for Ford Explorer 2020,brakes,Houston,TX,29.7604,-95.3698,0.32
16,Brakes for Ford Explorer 2020,brakes,Denver,CO,39.7392,-104.9903,0.32
186,Air Filters for Ford Explorer 2020,air filters,Miami,FL,25.7617,-80.1918,0.32
186,Air Filters for Ford Explorer 2020,air filters,Houston,TX,29.7604,-95.3698,0.32
186,Air Filters for Ford Explorer 2020,air filters,San Jose,CA,37.3382,-121.8863,0.32
222,Starters for Ford Explorer 2020,starters,Portland,OR,45.5051,-122.675,0.32
222,Starters for Ford Explorer 2020,starters,Phoenix,AZ,33.4484,-112.074,0.31
222,Starters for Ford Explorer 2020,starters,Boston,MA,42.3601,-71.0589,0.32
244,Water Pumps for Ford Explorer 2020,water pumps,Seattle,WA,47.6062,-122.3321,0.32
244,Water Pumps for Ford Explorer 2020,water pumps,Houston,TX,29.7604,-95.3698,0.31
244,Water Pumps for Ford Explorer 2020,water pumps,Atlanta,GA,33.749,-84.388,0.32
46,Batteries for Ford Explorer 2020,batteries,Austin,TX,30.2672,-97.7431,0.32
46,Batteries for Ford Explorer 2020,batteries,Philadelphia,PA,39.9526,-75.1652,0.32
46,Batteries for Ford Explorer 2020,batteries,Chicago,IL,41.8781,-87.6298,0.32
281,Fuel Pumps for Ford Explorer 2020,fuel pumps,Las Vegas,NV,36.1699,-115.1398,0.32
281,Fuel Pumps for Ford Explorer 2020,fuel pumps,Portland,OR,45.5051,-122.675,0.32
281,Fuel Pumps for Ford Explorer 2020,fuel pumps,Miami,FL,25.7617,-80.1918,0.32
132,Tires for Audi Q5 2020,tires,San Diego,CA,32.7157,-117.1611,0.31
132,Tires for Audi Q5 2020,tires,Jacksonville,FL,30.3322,-81.6557,0.32
132,Tires for Audi Q5 2020,tires,Las Vegas,NV,36.1699,-115.1398,0.32
213,Starters for Audi Q5 2020,starters,Houston,TX,29.7604,-95.3698,0.32
213,Starters for Audi Q5 2020,starters,San Diego,CA,32.7157,-117.1611,0.32
213,Starters for Audi Q5 2020,starters,Miami,FL,25.7617,-80.1918,0.32
117,Spark Plugs for Audi Q5 2020,spark plugs,Detroit,MI,42.3314,-83.0458,0.32
117,Spark Plugs for Audi Q5 2020,spark plugs,Dallas,TX,32.7767,-96.797,0.32
117,Spark Plugs for Audi Q5 2020,spark plugs,Phoenix,AZ,33.4484,-112.074,0.32
70,Alternators for Audi Q5 2020,alternators,Denver,CO,39.7392,-104.9903,0.32
70,Alternators for Audi Q5 2020,alternators,Detroit,MI,42.3314,-83.0458,0.31
70,Alternators for Audi Q5 2020,alternators,San Diego,CA,32.7157,-117.1611,0.31
8,Brakes for Audi Q5 2020,brakes,Jacksonville,FL,30.3322,-81.6557,0.32
8,Brakes for Audi Q5 2020,brakes,Atlanta,GA,33.749,-84.388,0.32
8,Brakes for Audi Q5 2020,brakes,Detroit,MI,42.3314,-83.0458,0.31
296,Fuel Pumps for Audi Q5 2020,fuel pumps,Los Angeles,CA,34.0522,-118.2437,0.32
296,Fuel Pumps for Audi Q5 2020,fuel pumps,Las Vegas,NV,36.1699,-115.1398,0.31
296,Fuel Pumps for Audi Q5 2020,fuel pumps,Austin,TX,30.2672,-97.7431,0.32
199,Air Filters for Audi Q5 2020,air filters,San Jose,CA,37.3382,-121.8863,0.32
199,Air Filters for Audi Q5 2020,air filters,Detroit,MI,42.3314,-83.0458,0.32
199,Air Filters for Audi Q5 2020,air filters,Miami,FL,25.7617,-80.1918,0.31
248,Water Pumps for Audi Q5 2020,water pumps,Detroit,MI,42.3314,-83.0458,0.32
248,Water Pumps for Audi Q5 2020,water pumps,Dallas,TX,32.7767,-96.797,0.32
248,Water Pumps for Audi Q5 2020,water pumps,San Antonio,TX,29.4241,-98.4936,0.32
48,Batteries for Audi Q5 2020,batteries,Portland,OR,45.5051,-122.675,0.32
48,Batteries for Audi Q5 2020,batteries,San Diego,CA,32.7157,-117.1611,0.31
48,Batteries for Audi Q5 2020,batteries,Detroit,MI,42.3314,-83.0458,0.31
159,Oil Filters for Audi Q5 2020,oil filters,San Diego,CA,32.7157,-117.1611,0.31
159,Oil Filters for Audi Q5 2020,oil filters,Detroit,MI,42.3314,-83.0458,0.31
159,Oil Filters for Audi Q5 2020,oil filters,Portland,OR,45.5051,-122.675,0.32
156,Oil Filters for Ford Explorer 2022,oil filters,Chicago,IL,41.8781,-87.6298,0.31
156,Oil Filters for Ford Explorer 2022,oil filters,Houston,TX,29.7604,-95.3698,0.32
156,Oil Filters for Ford Explorer 2022,oil filters,Dallas,TX,32.7767,-96.797,0.31
78,Alternators for Ford Explorer 2022,alternators,San Jose,CA,37.3382,-121.8863,0.31
78,Alternators for Ford Explorer 2022,alternators,San Antonio,TX,29.4241,-98.4936,0.31
78,Alternators for Ford Explorer 2022,alternators,Houston,TX,29.7604,-95.3698,0.31
284,Fuel Pumps for Ford Explorer 2022,fuel pumps,Las Vegas,NV,36.1699,-115.1398,0.32
284,Fuel Pumps for Ford Explorer 2022,fuel pumps,San Antonio,TX,29.4241,-98.4936,0.32
284,Fuel Pumps for Ford Explorer 2022,fuel pumps,San Jose,CA,37.3382,-121.8863,0.31
128,Tires for Ford Explorer 2022,tires,Atlanta,GA,33.749,-84.388,0.31
128,Tires for Ford Explorer 2022,tires,Los Angeles,CA,34.0522,-118.2437,0.31
128,Tires for Ford Explorer 2022,tires,Philadelphia,PA,39.9526,-75.1652,0.31
98,Spark Plugs for Ford Explorer 2022,spark plugs,Miami,FL,25.7617,-80.1918,0.32
98,Spark Plugs for Ford Explorer 2022,spark plugs,Portland,OR,45.5051,-122.675,0.31
98,Spark Plugs for Ford Explorer 2022,spark plugs,Philadelphia,PA,39.9526,-75.1652,0.31
185,Air Filters for Ford Explorer 2022,air filters,Atlanta,GA,33.749,-84.388,0.31
185,Air Filters for Ford Explorer 2022,air filters,Los Angeles,CA,34.0522,-118.2437,0.31
185,Air Filters for Ford Explorer 2022,air filters,San Antonio,TX,29.4241,-98.4936,0.31
214,Starters for Ford Explorer 2022,starters,Seattle,WA,47.6062,-122.3321,0.32
214,Starters for Ford Explorer 2022,starters,San Jose,CA,37.3382,-121.8863,0.31
214,Starters for Ford Explorer 2022,starters,Austin,TX,30.2672,-97.7431,0.31
265,Water Pumps for Ford Explorer 2022,water pumps,Houston,TX,29.7604,-95.3698,0.31
265,Water Pumps for Ford Explorer 2022,water pumps,Portland,OR,45.5051,-122.675,0.32
265,Water Pumps for Ford Explorer 2022,water pumps,Boston,MA,42.3601,-71.0589,0.32
34,Batteries for Ford Explorer 2022,batteries,Houston,TX,29.7604,-95.3698,0.31
34,Batteries for Ford Explorer 2022,batteries,Phoenix,AZ,33.4484,-112.074,0.31
34,Batteries for Ford Explorer 2022,batteries,Atlanta,GA,33.749,-84.388,0.32
13,Brakes for Ford Explorer 2022,brakes,Houston,TX,29.7604,-95.3698,0.31
13,Brakes for Ford Explorer 2022,brakes,Seattle,WA,47.6062,-122.3321,0.32
13,Brakes for Ford Explorer 2022,brakes,Dallas,TX,32.7767,-96.797,0.31
68,Alternators for Chevrolet Suburban 2021,alternators,Phoenix,AZ,33.4484,-112.074,0.31
68,Alternators for Chevrolet Suburban 2021,alternators,Seattle,WA,47.6062,-122.3321,0.31
68,Alternators for Chevrolet Suburban 2021,alternators,Los Angeles,CA,34.0522,-118.2437,0.31
162,Oil Filters for Chevrolet Suburban 2021,oil filters,Portland,OR,45.5051,-122.675,0.31
162,Oil Filters for Chevrolet Suburban 2021,oil filters,San Jose,CA,37.3382,-121.8863,0.31
162,Oil Filters for Chevrolet Suburban 2021,oil filters,Las Vegas,NV,36.1699,-115.1398,0.31
123,Tires for Chevrolet Suburban 2021,tires,Seattle,WA,47.6062,-122.3321,0.31
123,Tires for Chevrolet Suburban 2021,tires,Boston,MA,42.3601,-71.0589,0.31
123,Tires for Chevrolet Suburban 2021,tires,San Jose,CA,37.3382,-121.8863,0.31
47,Batteries for Chevrolet Suburban 2021,batteries,San Antonio,TX,29.4241,-98.4936,0.31
47,Batteries for Chevrolet Suburban 2021,batteries,Dallas,TX,32.7767,-96.797,0.31
47,Batteries for Chevrolet Suburban 2021,batteries,Portland,OR,45.5051,-122.675,0.31
192,Air Filters for Chevrolet Suburban 2021,air filters,Portland,OR,45.5051,-122.675,0.31
192,Air Filters for Chevrolet Suburban 2021,air filters,Atlanta,GA,33.749,-84.388,0.31
192,Air Filters for Chevrolet Suburban 2021,air filters,San Antonio,TX,29.4241,-98.4936,0.31
104,Spark Plugs for Chevrolet Suburban 2021,spark plugs,Dallas,TX,32.7767,-96.797,0.31
104,Spark Plugs for Chevrolet Suburban 2021,spark plugs,Seattle,WA,47.6062,-122.3321,0.31
104,Spark Plugs for Chevrolet Suburban 2021,spark plugs,Chicago,IL,41.8781,-87.6298,0.31
234,Starters for Chevrolet Suburban 2021,starters,San Antonio,TX,29.4241,-98.4936,0.31
234,Starters for Chevrolet Suburban 2021,starters,Portland,OR,45.5051,-122.675,0.31
234,Starters for Chevrolet Suburban 2021,starters,Detroit,MI,42.3314,-83.0458,0.31
245,Water Pumps for Chevrolet Suburban 2021,water pumps,Las Vegas,NV,36.1699,-115.1398,0.31
245,Water Pumps for Chevrolet Suburban 2021,water pumps,Detroit,MI,42.3314,-83.0458,0.31
245,Water Pumps for Chevrolet Suburban 2021,water pumps,Chicago,IL,41.8781,-87.6298,0.31
291,Fuel Pumps for Chevrolet Suburban 2021,fuel pumps,Los Angeles,CA,34.0522,-118.2437,0.31
291,Fuel Pumps for Chevrolet Suburban 2021,fuel pumps,Atlanta,GA,33.749,-84.388,0.31
291,Fuel Pumps for Chevrolet Suburban 2021,fuel pumps,Philadelphia,PA,39.9526,-75.1652,0.31
18,Brakes for Chevrolet Suburban 2021,brakes,Detroit,MI,42.3314,-83.0458,0.31
18,Brakes for Chevrolet Suburban 2021,brakes,Austin,TX,30.2672,-97.7431,0.31
18,Brakes for Chevrolet Suburban 2021,brakes,San Antonio,TX,29.4241,-98.4936,0.31
294,Fuel Pumps for Honda Odyssey 2015,fuel pumps,Las Vegas,NV,36.1699,-115.1398,0.31
294,Fuel Pumps for Honda Odyssey 2015,fuel pumps,San Antonio,TX,29.4241,-98.4936,0.31
294,Fuel Pumps for Honda Odyssey 2015,fuel pumps,Boston,MA,42.3601,-71.0589,0.3
295,Fuel Pumps for Toyota RAV4 2020,fuel pumps,San Antonio,TX,29.4241,-98.4936,0.31
295,Fuel Pumps for Toyota RAV4 2020,fuel pumps,Denver,CO,39.7392,-104.9903,0.31
295,Fuel Pumps for Toyota RAV4 2020,fuel pumps,Phoenix,AZ,33.4484,-112.074,0.3
206,Air Filters for Toyota RAV4 2020,air filters,Houston,TX,29.7604,-95.3698,0.31
206,Air Filters for Toyota RAV4 2020,air filters,Denver,CO,39.7392,-104.9903,0.31
206,Air Filters for Toyota RAV4 2020,air filters,Jacksonville,FL,30.3322,-81.6557,0.31
258,Water Pumps for Toyota RAV4 2020,water pumps,Chicago,IL,41.8781,-87.6298,0.31
258,Water Pumps for Toyota RAV4 2020,water pumps,Houston,TX,29.7604,-95.3698,0.3
258,Water Pumps for Toyota RAV4 2020,water pumps,Phoenix,AZ,33.4484,-112.074,0.3
111,Spark Plugs for Honda Odyssey 2015,spark plugs,Boston,MA,42.3601,-71.0589,0.31
111,Spark Plugs for Honda Odyssey 2015,spark plugs,Chicago,IL,41.8781,-87.6298,0.3
111,Spark Plugs for Honda Odyssey 2015,spark plugs,Philadelphia,PA,39.9526,-75.1652,0.3
205,Air Filters for Honda Odyssey 2015,air filters,Boston,MA,42.3601,-71.0589,0.3
205,Air Filters for Honda Odyssey 2015,air filters,Chicago,IL,41.8781,-87.6298,0.3
205,Air Filters for Honda Odyssey 2015,air filters,Philadelphia,PA,39.9526,-75.1652,0.31
137,Tires for Honda Odyssey 2015,tires,Miami,FL,25.7617,-80.1918,0.31
137,Tires for Honda Odyssey 2015,tires,Austin,TX,30.2672,-97.7431,0.3
137,Tires for Honda Odyssey 2015,tires,Dallas,TX,32.7767,-96.797,0.31
145,Tires for Toyota RAV4 2020,tires,San Jose,CA,37.3382,-121.8863,0.31
145,Tires for Toyota RAV4 2020,tires,San Antonio,TX,29.4241,-98.4936,0.31
145,Tires for Toyota RAV4 2020,tires,San Diego,CA,32.7157,-117.1611,0.31
9,Brakes for Toyota RAV4 2020,brakes,Phoenix,AZ,33.4484,-112.074,0.31
9,Brakes for Toyota RAV4 2020,brakes,San Jose,CA,37.3382,-121.8863,0.3
9,Brakes for Toyota RAV4 2020,brakes,San Antonio,TX,29.4241,-98.4936,0.31
12,Brakes for Honda Odyssey 2015,brakes,Jacksonville,FL,30.3322,-81.6557,0.31
12,Brakes for Honda Odyssey 2015,brakes,San Jose,CA,37.3382,-121.8863,0.3
12,Brakes for Honda Odyssey 2015,brakes,Portland,OR,45.5051,-122.675,0.31
103,Spark Plugs for Toyota RAV4 2020,spark plugs,Miami,FL,25.7617,-80.1918,0.31
103,Spark Plugs for Toyota RAV4 2020,spark plugs,Portland,OR,45.5051,-122.675,0.3
103,Spark Plugs for Toyota RAV4 2020,spark plugs,Philadelphia,PA,39.9526,-75.1652,0.31
35,Batteries for Honda Odyssey 2015,batteries,San Antonio,TX,29.4241,-98.4936,0.31
35,Batteries for Honda Odyssey 2015,batteries,San Diego,CA,32.7157,-117.1611,0.31
35,Batteries for Honda Odyssey 2015,batteries,Chicago,IL,41.8781,-87.6298,0.31
225,Starters for Honda Odyssey 2015,starters,Portland,OR,45.5051,-122.675,0.3
225,Starters for Honda Odyssey 2015,starters,Atlanta,GA,33.749,-84.388,0.31
225,Starters for Honda Odyssey 2015,starters,Miami,FL,25.7617,-80.1918,0.31
32,Batteries for Toyota RAV4 2020,batteries,Jacksonville,FL,30.3322,-81.6557,0.31
32,Batteries for Toyota RAV4 2020,batteries,Detroit,MI,42.3314,-83.0458,0.31
32,Batteries for Toyota RAV4 2020,batteries,Austin,TX,30.2672,-97.7431,0.31
151,Oil Filters for Toyota RAV4 2020,oil filters,Las Vegas,NV,36.1699,-115.1398,0.3
151,Oil Filters for Toyota RAV4 2020,oil filters,Los Angeles,CA,34.0522,-118.2437,0.31
